Pill_Name,Generic_Name,Uses,Side_Effects,Manufacturer,Dosage (mg),Prescription_Required
"Pillorova2-900","doxycycline","Acne and bacterial infections","photosensitivity; nausea; diarrhea","BlueLake Pharma","100","Yes"
"Quindex2-901","metronidazole","Anaerobic bacterial and protozoal infections","metallic taste; nausea; headache","NovaHealth Labs","250","Yes"
"Rivolon2-902","cephalexin","Skin and respiratory infections","diarrhea; rash; dizziness","MediCore Therapeutics","500","Yes"
"Sanozep2-903","clindamycin","Serious bacterial infections","diarrhea; stomach pain; rash","Pillara Biotech","150","Yes"
"Teramox2-904","clarithromycin","Respiratory infections and H. pylori","nausea; taste disturbance; diarrhea","ClearPath Pharmaceuticals","500","Yes"
"Urocillin2-905","levofloxacin","Respiratory and urinary infections","nausea; headache; dizziness","EverWell Labs","250","Yes"
"Vitastat2-906","sulfamethoxazole/trimethoprim","Urinary and certain respiratory infections","rash; nausea; photosensitivity","Suncrest Pharma","800","Yes"
"Wellopril2-907","acetaminophen","Pain relief and fever reduction","rare allergic reaction; liver toxicity in overdose","GreenLeaf Bio","325","No"
"Xylopine2-908","ibuprofen","Pain, inflammation and fever","stomach upset; heartburn; headache","PrimeCure Inc","400","No"
"Yarasone2-909","naproxen","Pain and inflammation","indigestion; headache; dizziness","Horizon Health","500","No"
"Zenotab2-910","aspirin","Pain relief, fever, and heart health (low dose)","stomach upset; bleeding; tinnitus","VitalAxis Labs","325","No"
"Acuzol2-911","diclofenac","Moderate pain and inflammation","stomach upset; dizziness; headache","Orion Medica","50","No"
"Biofine2-912","cetirizine","Allergic rhinitis and urticaria (hives)","drowsiness; dry mouth; headache","Lumen Pharma","10","No"
"Curamide2-913","loratadine","Seasonal allergies","headache; dry mouth; fatigue","CedarBridge Labs","10","No"
"Duratril2-914","fexofenadine","Allergic symptoms and hives","headache; nausea; drowsiness (rare)","Silverline Pharmaceuticals","120","No"
"Evovex2-915","diphenhydramine","Allergy relief and short-term sleep aid","drowsiness; dry mouth; dizziness","BlueLake Pharma","25","No"
"Flexril2-916","metformin","Type 2 diabetes management","nausea; diarrhea; metallic taste","NovaHealth Labs","500","Yes"
"Genonac2-917","glipizide","Type 2 diabetes to lower blood sugar","hypoglycemia; nausea; weight gain","MediCore Therapeutics","5","Yes"
"Hemamir2-918","sitagliptin","Type 2 diabetes (DPP-4 inhibitor)","headache; nasopharyngitis; nausea","Pillara Biotech","100","Yes"
"Ironex2-919","pioglitazone","Type 2 diabetes to improve insulin sensitivity","weight gain; edema; risk of heart failure","ClearPath Pharmaceuticals","15","Yes"
"Junorova2-920","lisinopril","High blood pressure and heart failure","cough; dizziness; high potassium","EverWell Labs","40","Yes"
"Karodex2-921","enalapril","High blood pressure","cough; dizziness; high potassium","Suncrest Pharma","2.5","Yes"
"Lumalon2-922","amlodipine","High blood pressure and angina","swelling (edema); dizziness; flushing","GreenLeaf Bio","2.5","Yes"
"Medizep2-923","losartan","High blood pressure and kidney protection","dizziness; fatigue; cough (rare)","PrimeCure Inc","50","Yes"
"Nexamox2-924","metoprolol","High blood pressure and heart rate control","fatigue; dizziness; bradycardia","Horizon Health","100","Yes"
"Orbicillin2-925","amoxicillin","Bacterial infections (respiratory, ear, throat)","nausea; diarrhea; allergic reaction (rash)","VitalAxis Labs","250","Yes"
"Pillostat2-926","azithromycin","Respiratory and skin infections","stomach pain; diarrhea; headache","Orion Medica","500","Yes"
"Quinpril2-927","ciprofloxacin","Urinary and respiratory infections","dizziness; nausea; tendon pain","Lumen Pharma","750","Yes"
"Rivopine2-928","doxycycline","Acne and bacterial infections","photosensitivity; nausea; diarrhea","CedarBridge Labs","100","Yes"
"Sanosone2-929","metronidazole","Anaerobic bacterial and protozoal infections","metallic taste; nausea; headache","Silverline Pharmaceuticals","250","Yes"
"Teratab2-930","cephalexin","Skin and respiratory infections","diarrhea; rash; dizziness","BlueLake Pharma","500","Yes"
"Urozol2-931","clindamycin","Serious bacterial infections","diarrhea; stomach pain; rash","NovaHealth Labs","150","Yes"
"Vitafine2-932","clarithromycin","Respiratory infections and H. pylori","nausea; taste disturbance; diarrhea","MediCore Therapeutics","500","Yes"
"Wellomide2-933","levofloxacin","Respiratory and urinary infections","nausea; headache; dizziness","Pillara Biotech","250","Yes"
"Xylotril2-934","sulfamethoxazole/trimethoprim","Urinary and certain respiratory infections","rash; nausea; photosensitivity","ClearPath Pharmaceuticals","800","Yes"
"Yaravex2-935","acetaminophen","Pain relief and fever reduction","rare allergic reaction; liver toxicity in overdose","EverWell Labs","500","No"
"Zenoril2-936","ibuprofen","Pain, inflammation and fever","stomach upset; heartburn; headache","Suncrest Pharma","600","No"
"Acunac2-937","naproxen","Pain and inflammation","indigestion; headache; dizziness","GreenLeaf Bio","220","No"
"Biomir2-938","aspirin","Pain relief, fever, and heart health (low dose)","stomach upset; bleeding; tinnitus","PrimeCure Inc","325","No"
"Curanex2-939","diclofenac","Moderate pain and inflammation","stomach upset; dizziness; headache","Horizon Health","50","No"
"Durarova2-940","cetirizine","Allergic rhinitis and urticaria (hives)","drowsiness; dry mouth; headache","VitalAxis Labs","10","No"
"Evodex2-941","loratadine","Seasonal allergies","headache; dry mouth; fatigue","Orion Medica","10","No"
"Flexlon2-942","fexofenadine","Allergic symptoms and hives","headache; nausea; drowsiness (rare)","Lumen Pharma","120","No"
"Genozep2-943","diphenhydramine","Allergy relief and short-term sleep aid","drowsiness; dry mouth; dizziness","CedarBridge Labs","25","No"
"Hemamox2-944","metformin","Type 2 diabetes management","nausea; diarrhea; metallic taste","Silverline Pharmaceuticals","850","Yes"
"Irocillin2-945","glipizide","Type 2 diabetes to lower blood sugar","hypoglycemia; nausea; weight gain","BlueLake Pharma","10","Yes"
"Junostat2-946","sitagliptin","Type 2 diabetes (DPP-4 inhibitor)","headache; nasopharyngitis; nausea","NovaHealth Labs","25","Yes"
"Karopril2-947","pioglitazone","Type 2 diabetes to improve insulin sensitivity","weight gain; edema; risk of heart failure","MediCore Therapeutics","30","Yes"
"Lumapine2-948","lisinopril","High blood pressure and heart failure","cough; dizziness; high potassium","Pillara Biotech","10","Yes"
"Medisone2-949","enalapril","High blood pressure","cough; dizziness; high potassium","ClearPath Pharmaceuticals","2.5","Yes"
"Nexatab2-950","amlodipine","High blood pressure and angina","swelling (edema); dizziness; flushing","EverWell Labs","5","Yes"
"Orbizol2-951","losartan","High blood pressure and kidney protection","dizziness; fatigue; cough (rare)","Suncrest Pharma","100","Yes"
"Pillofine2-952","metoprolol","High blood pressure and heart rate control","fatigue; dizziness; bradycardia","GreenLeaf Bio","25","Yes"
"Quinmide2-953","amoxicillin","Bacterial infections (respiratory, ear, throat)","nausea; diarrhea; allergic reaction (rash)","PrimeCure Inc","500","Yes"
"Rivotril2-954","azithromycin","Respiratory and skin infections","stomach pain; diarrhea; headache","Horizon Health","500","Yes"
"Sanovex2-955","ciprofloxacin","Urinary and respiratory infections","dizziness; nausea; tendon pain","VitalAxis Labs","250","Yes"
"Teraril2-956","doxycycline","Acne and bacterial infections","photosensitivity; nausea; diarrhea","Orion Medica","100","Yes"
"Uronac2-957","metronidazole","Anaerobic bacterial and protozoal infections","metallic taste; nausea; headache","Lumen Pharma","250","Yes"
"Vitamir2-958","cephalexin","Skin and respiratory infections","diarrhea; rash; dizziness","CedarBridge Labs","500","Yes"
"Wellonex2-959","clindamycin","Serious bacterial infections","diarrhea; stomach pain; rash","Silverline Pharmaceuticals","150","Yes"
"Xylorova2-960","clarithromycin","Respiratory infections and H. pylori","nausea; taste disturbance; diarrhea","BlueLake Pharma","500","Yes"
"Yaradex2-961","levofloxacin","Respiratory and urinary infections","nausea; headache; dizziness","NovaHealth Labs","250","Yes"
"Zenolon2-962","sulfamethoxazole/trimethoprim","Urinary and certain respiratory infections","rash; nausea; photosensitivity","MediCore Therapeutics","800","Yes"
"Acuzep2-963","acetaminophen","Pain relief and fever reduction","rare allergic reaction; liver toxicity in overdose","Pillara Biotech","650","No"
"Biomox2-964","ibuprofen","Pain, inflammation and fever","stomach upset; heartburn; headache","ClearPath Pharmaceuticals","200","No"
"Curacillin2-965","naproxen","Pain and inflammation","indigestion; headache; dizziness","EverWell Labs","250","No"
"Durastat2-966","aspirin","Pain relief, fever, and heart health (low dose)","stomach upset; bleeding; tinnitus","Suncrest Pharma","325","No"
"Evopril2-967","diclofenac","Moderate pain and inflammation","stomach upset; dizziness; headache","GreenLeaf Bio","50","No"
"Flexpine2-968","cetirizine","Allergic rhinitis and urticaria (hives)","drowsiness; dry mouth; headache","PrimeCure Inc","10","No"
"Genosone2-969","loratadine","Seasonal allergies","headache; dry mouth; fatigue","Horizon Health","10","No"
"Hematab2-970","fexofenadine","Allergic symptoms and hives","headache; nausea; drowsiness (rare)","VitalAxis Labs","120","No"
"Irozol2-971","diphenhydramine","Allergy relief and short-term sleep aid","drowsiness; dry mouth; dizziness","Orion Medica","25","No"
"Junofine2-972","metformin","Type 2 diabetes management","nausea; diarrhea; metallic taste","Lumen Pharma","1000","Yes"
"Karomide2-973","glipizide","Type 2 diabetes to lower blood sugar","hypoglycemia; nausea; weight gain","CedarBridge Labs","2.5","Yes"
"Lumatril2-974","sitagliptin","Type 2 diabetes (DPP-4 inhibitor)","headache; nasopharyngitis; nausea","Silverline Pharmaceuticals","50","Yes"
"Medivex2-975","pioglitazone","Type 2 diabetes to improve insulin sensitivity","weight gain; edema; risk of heart failure","BlueLake Pharma","45","Yes"
"Nexaril2-976","lisinopril","High blood pressure and heart failure","cough; dizziness; high potassium","NovaHealth Labs","2.5","Yes"
"Orbinac2-977","enalapril","High blood pressure","cough; dizziness; high potassium","MediCore Therapeutics","2.5","Yes"
"Pillomir2-978","amlodipine","High blood pressure and angina","swelling (edema); dizziness; flushing","Pillara Biotech","10","Yes"
"Quinnex2-979","losartan","High blood pressure and kidney protection","dizziness; fatigue; cough (rare)","ClearPath Pharmaceuticals","25","Yes"
"Rivorova2-980","metoprolol","High blood pressure and heart rate control","fatigue; dizziness; bradycardia","EverWell Labs","50","Yes"
"Sanodex2-981","amoxicillin","Bacterial infections (respiratory, ear, throat)","nausea; diarrhea; allergic reaction (rash)","Suncrest Pharma","875","Yes"
"Teralon2-982","azithromycin","Respiratory and skin infections","stomach pain; diarrhea; headache","GreenLeaf Bio","500","Yes"
"Urozep2-983","ciprofloxacin","Urinary and respiratory infections","dizziness; nausea; tendon pain","PrimeCure Inc","500","Yes"
"Vitamox2-984","doxycycline","Acne and bacterial infections","photosensitivity; nausea; diarrhea","Horizon Health","100","Yes"
"Wellocillin2-985","metronidazole","Anaerobic bacterial and protozoal infections","metallic taste; nausea; headache","VitalAxis Labs","250","Yes"
"Xylostat2-986","cephalexin","Skin and respiratory infections","diarrhea; rash; dizziness","Orion Medica","500","Yes"
"Yarapril2-987","clindamycin","Serious bacterial infections","diarrhea; stomach pain; rash","Lumen Pharma","150","Yes"
"Zenopine2-988","clarithromycin","Respiratory infections and H. pylori","nausea; taste disturbance; diarrhea","CedarBridge Labs","500","Yes"
"Acusone2-989","levofloxacin","Respiratory and urinary infections","nausea; headache; dizziness","Silverline Pharmaceuticals","250","Yes"
"Biotab2-990","sulfamethoxazole/trimethoprim","Urinary and certain respiratory infections","rash; nausea; photosensitivity","BlueLake Pharma","800","Yes"
"Curazol2-991","acetaminophen","Pain relief and fever reduction","rare allergic reaction; liver toxicity in overdose","NovaHealth Labs","325","No"
"Durafine2-992","ibuprofen","Pain, inflammation and fever","stomach upset; heartburn; headache","MediCore Therapeutics","400","No"
"Evomide2-993","naproxen","Pain and inflammation","indigestion; headache; dizziness","Pillara Biotech","500","No"
"Flextril2-994","aspirin","Pain relief, fever, and heart health (low dose)","stomach upset; bleeding; tinnitus","ClearPath Pharmaceuticals","325","No"
"Genovex2-995","diclofenac","Moderate pain and inflammation","stomach upset; dizziness; headache","EverWell Labs","50","No"
"Hemaril2-996","cetirizine","Allergic rhinitis and urticaria (hives)","drowsiness; dry mouth; headache","Suncrest Pharma","10","No"
"Ironac2-997","loratadine","Seasonal allergies","headache; dry mouth; fatigue","GreenLeaf Bio","10","No"
"Junomir2-998","fexofenadine","Allergic symptoms and hives","headache; nausea; drowsiness (rare)","PrimeCure Inc","120","No"
"Karonex2-999","diphenhydramine","Allergy relief and short-term sleep aid","drowsiness; dry mouth; dizziness","Horizon Health","25","No"
"Lumarova2-1000","metformin","Type 2 diabetes management","nausea; diarrhea; metallic taste","VitalAxis Labs","500","Yes"
